X.seqnames	X.start	X.end	X.width	X.strand	X.gene	X.product	X.product_type	X.locus_tag	X.GO_term	X.EC_number	X.note	X.withReplication	X.PY79_rpkm	X.delta_walJ_rpkm	X.delta_mutSL_rpkm	X.GC_content	gene	product	product_type	locus_tag	GO_term	EC_number	note	withReplication	PY79_rpkm	delta_walJ_rpkm	delta_mutSL_rpkm	GC_content
PY79	118588	119013	426	+	rplK	50S ribosomal protein L11-1	CDS	U712_00530	GO:0003735			codirectional	18903.6	3241.58	3216.76	0.434272	rplK	50S ribosomal protein L11-1	CDS	U712_00530	GO:0003735			codirectional	18903.6	3241.58	3216.76	0.434272
PY79	119108	119806	699	+	rplA	50S ribosomal protein L1	CDS	U712_00535	GO:0003735			codirectional	11832.1	2754.72	2681.39	0.41774	rplA	50S ribosomal protein L1	CDS	U712_00535	GO:0003735			codirectional	11832.1	2754.72	2681.39	0.41774
PY79	120058	120558	501	+	rplJ	50S ribosomal protein L10	CDS	U712_00540	GO:0005622			codirectional	20355.4	2886.99	2979.38	0.419162	rplJ	50S ribosomal protein L10	CDS	U712_00540	GO:0005622			codirectional	20355.4	2886.99	2979.38	0.419162
PY79	120604	120975	372	+	rplL	50S ribosomal protein L7/L12	CDS	U712_00545				codirectional	18624.7	1241.64	1331.88	0.413978	rplL	50S ribosomal protein L7/L12	CDS	U712_00545				codirectional	18624.7	1241.64	1331.88	0.413978
PY79	121065	121670	606	+	ybxB	Uncharacterized protein ybxB	CDS	U712_00550				codirectional	726.909	356.664	541.814	0.412541	ybxB	Uncharacterized protein ybxB	CDS	U712_00550				codirectional	726.909	356.664	541.814	0.412541
PY79	122057	125497	3441	+	rpoB	DNA-directed RNA polymerase subunit beta	CDS	U712_00555	GO:0003899	2.7.7.6		codirectional	2834.21	434.502	583.055	0.453938	rpoB	DNA-directed RNA polymerase subunit beta	CDS	U712_00555	GO:0003899	2.7.7.6		codirectional	2834.21	434.502	583.055	0.453938
PY79	125559	129158	3600	+	rpoC	DNA-directed RNA polymerase subunit beta'	CDS	U712_00560	GO:0003899	2.7.7.6		codirectional	3550.56	1803.73	1795.55	0.448611	rpoC	DNA-directed RNA polymerase subunit beta'	CDS	U712_00560	GO:0003899	2.7.7.6		codirectional	3550.56	1803.73	1795.55	0.448611
PY79	129337	129585	249	+	rplGB	Ribosome-associated protein L7Ae-like	CDS	U712_00565				codirectional	10202.9	4009.58	3539.3	0.413655	rplGB	Ribosome-associated protein L7Ae-like	CDS	U712_00565				codirectional	10202.9	4009.58	3539.3	0.413655
PY79	129699	130115	417	+	rpsL	30S ribosomal protein S12	CDS	U712_00570	GO:0003735			codirectional	20633.1	4085.8	3484.15	0.438849	rpsL	30S ribosomal protein S12	CDS	U712_00570	GO:0003735			codirectional	20633.1	4085.8	3484.15	0.438849
PY79	130157	130627	471	+	rpsG	30S ribosomal protein S7	CDS	U712_00575	GO:0003735			codirectional	17720.9	2797	2728.7	0.420382	rpsG	30S ribosomal protein S7	CDS	U712_00575	GO:0003735			codirectional	17720.9	2797	2728.7	0.420382
PY79	130828	132759	1932	+	fusA	Elongation factor G	CDS	U712_00580	GO:0005525			codirectional	15770.2	2350.54	2295.62	0.437888	fusA	Elongation factor G	CDS	U712_00580	GO:0005525			codirectional	15770.2	2350.54	2295.62	0.437888
PY79	132879	134069	1191	+	tufA	Elongation factor Tu	CDS	U712_00585	GO:0005525			codirectional	20415.2	2882.12	2641.25	0.439127	tufA	Elongation factor Tu	CDS	U712_00585	GO:0005525			codirectional	20415.2	2882.12	2641.25	0.439127
PY79	134168	135124	957	+	ybaC	Probable aminopeptidase ybaC	CDS	U712_00590				codirectional	78.7438	128.733	108.627	0.400209	ybaC	Probable aminopeptidase ybaC	CDS	U712_00590				codirectional	78.7438	128.733	108.627	0.400209
PY79	135361	135669	309	+	rpsJ	30S ribosomal protein S10	CDS	U712_00595	GO:0003735			codirectional	14261.5	2290.92	2631.05	0.38835	rpsJ	30S ribosomal protein S10	CDS	U712_00595	GO:0003735			codirectional	14261.5	2290.92	2631.05	0.38835
PY79	135709	136338	630	+	rplC	50S ribosomal protein L3	CDS	U712_00600	GO:0003735			codirectional	14850.9	1614.64	1983.22	0.426984	rplC	50S ribosomal protein L3	CDS	U712_00600	GO:0003735			codirectional	14850.9	1614.64	1983.22	0.426984
PY79	136366	136989	624	+	rplD	50S ribosomal protein L4	CDS	U712_00605	GO:0003735			codirectional	13262.3	2740.13	2719.34	0.423077	rplD	50S ribosomal protein L4	CDS	U712_00605	GO:0003735			codirectional	13262.3	2740.13	2719.34	0.423077
PY79	136989	137276	288	+	rplW	50S ribosomal protein L23	CDS	U712_00610				codirectional	15736.1	4026.94	3424.65	0.388889	rplW	50S ribosomal protein L23	CDS	U712_00610				codirectional	15736.1	4026.94	3424.65	0.388889
PY79	137308	138141	834	+	rplB	50S ribosomal protein L2	CDS	U712_00615	GO:0003735			codirectional	14429.7	2781.8	2672.92	0.438849	rplB	50S ribosomal protein L2	CDS	U712_00615	GO:0003735			codirectional	14429.7	2781.8	2672.92	0.438849
PY79	138494	138835	342	+	rplV	Hypothetical Protein	CDS	U712_00620	GO:0003735			codirectional	16350.6	2825.42	2600.99	0.438596	rplV	Hypothetical Protein	CDS	U712_00620	GO:0003735			codirectional	16350.6	2825.42	2600.99	0.438596
PY79	138839	139495	657	+	rpsC	30S ribosomal protein S3	CDS	U712_00625	GO:0003676			codirectional	12315.8	3214.88	2881.6	0.4414	rpsC	30S ribosomal protein S3	CDS	U712_00625	GO:0003676			codirectional	12315.8	3214.88	2881.6	0.4414
PY79	139743	139931	189	+	rplP	Hypothetical Protein	CDS	U712_00630	GO:0003735			codirectional	13124.9	4297.88	3685.46	0.428571	rplP	Hypothetical Protein	CDS	U712_00630	GO:0003735			codirectional	13124.9	4297.88	3685.46	0.428571
PY79	139921	140121	201	+	rpmC	50S ribosomal protein L29	CDS	U712_00635	GO:0003735			codirectional	12974	4401.57	3716.99	0.373134	rpmC	50S ribosomal protein L29	CDS	U712_00635	GO:0003735			codirectional	12974	4401.57	3716.99	0.373134
PY79	140144	140407	264	+	rpsQ	30S ribosomal protein S17	CDS	U712_00640	GO:0003735			codirectional	14536.4	3147.87	2521.8	0.363636	rpsQ	30S ribosomal protein S17	CDS	U712_00640	GO:0003735			codirectional	14536.4	3147.87	2521.8	0.363636
PY79	140448	140816	369	+	rplNA	50S ribosomal protein L14	CDS	U712_00645	GO:0003735			codirectional	15060.2	3665.78	3059.74	0.430894	rplNA	50S ribosomal protein L14	CDS	U712_00645	GO:0003735			codirectional	15060.2	3665.78	3059.74	0.430894
PY79	140854	141165	312	+	rplX	50S ribosomal protein L24	CDS	U712_00650				codirectional	16520.3	3810.51	3276.09	0.397436	rplX	50S ribosomal protein L24	CDS	U712_00650				codirectional	16520.3	3810.51	3276.09	0.397436
PY79	141192	141731	540	+	rplE	50S ribosomal protein L5	CDS	U712_00655	GO:0003735			codirectional	12193	3967.31	3402.22	0.414815	rplE	50S ribosomal protein L5	CDS	U712_00655	GO:0003735			codirectional	12193	3967.31	3402.22	0.414815
PY79	141754	141939	186	+	rpsNA	Hypothetical Protein	CDS	U712_00660	GO:0003735			codirectional	16163.3	2887.92	2492.81	0.419355	rpsNA	Hypothetical Protein	CDS	U712_00660	GO:0003735			codirectional	16163.3	2887.92	2492.81	0.419355
PY79	141971	142369	399	+	rpsH	30S ribosomal protein S8	CDS	U712_00665	GO:0003735			codirectional	13727.7	2869.79	2416.79	0.403509	rpsH	30S ribosomal protein S8	CDS	U712_00665	GO:0003735			codirectional	13727.7	2869.79	2416.79	0.403509
PY79	142399	142938	540	+	rplF	50S ribosomal protein L6	CDS	U712_00670	GO:0003735			codirectional	12024.8	3546.07	2999.9	0.427778	rplF	50S ribosomal protein L6	CDS	U712_00670	GO:0003735			codirectional	12024.8	3546.07	2999.9	0.427778
PY79	142971	143333	363	+	rplR	50S ribosomal protein L18	CDS	U712_00675	GO:0003735			codirectional	15851.7	3949.2	3315.55	0.429752	rplR	50S ribosomal protein L18	CDS	U712_00675	GO:0003735			codirectional	15851.7	3949.2	3315.55	0.429752
PY79	143352	143858	507	+	rpsE	30S ribosomal protein S5	CDS	U712_00680	GO:0003735			codirectional	10726.4	2826.52	2286.81	0.439842	rpsE	30S ribosomal protein S5	CDS	U712_00680	GO:0003735			codirectional	10726.4	2826.52	2286.81	0.439842
PY79	143872	144051	180	+	rpmD	Hypothetical Protein	CDS	U712_00685	GO:0003735			codirectional	13843.5	3255.87	2614.31	0.372222	rpmD	Hypothetical Protein	CDS	U712_00685	GO:0003735			codirectional	13843.5	3255.87	2614.31	0.372222
PY79	144082	144522	441	+	rplO	50S ribosomal protein L15	CDS	U712_00690	GO:0003735			codirectional	14450.7	1971.07	1627.93	0.439909	rplO	50S ribosomal protein L15	CDS	U712_00690	GO:0003735			codirectional	14450.7	1971.07	1627.93	0.439909
PY79	144524	145819	1296	+	secY	Preprotein translocase subunit secY	CDS	U712_00695	GO:0009306			codirectional	11705.3	2574.68	2209.14	0.417438	secY	Preprotein translocase subunit secY	CDS	U712_00695	GO:0009306			codirectional	11705.3	2574.68	2209.14	0.417438
PY79	145874	146527	654	+	adk	Adenylate kinase	CDS	U712_00700	GO:0004017	2.7.4.3		codirectional	11161	3026.92	2583.82	0.432722	adk	Adenylate kinase	CDS	U712_00700	GO:0004017	2.7.4.3		codirectional	11161	3026.92	2583.82	0.432722
PY79	146524	147270	747	+	mapA	Methionine aminopeptidase 1	CDS	U712_00705	GO:0004239	3.4.11.18		codirectional	11209.8	3540.3	3073.29	0.443106	mapA	Methionine aminopeptidase 1	CDS	U712_00705	GO:0004239	3.4.11.18		codirectional	11209.8	3540.3	3073.29	0.443106
PY79	147330	147533	204	+	ybzG	Putative ribosome-binding protein ybzG	CDS	U712_00710				codirectional	15495.1	4565.72	3857.7	0.377451	ybzG	Putative ribosome-binding protein ybzG	CDS	U712_00710				codirectional	15495.1	4565.72	3857.7	0.377451
PY79	147582	147800	219	+	infA	Hypothetical Protein	CDS	U712_00715	GO:0003723			codirectional	16698.1	4464.58	3815.46	0.406393	infA	Hypothetical Protein	CDS	U712_00715	GO:0003723			codirectional	16698.1	4464.58	3815.46	0.406393
PY79	147834	147947	114	+	rpmJ	50S ribosomal protein L36	CDS	U712_00720	GO:0003735			codirectional	16612	5218.3	4379.24	0.324561	rpmJ	50S ribosomal protein L36	CDS	U712_00720	GO:0003735			codirectional	16612	5218.3	4379.24	0.324561
PY79	147970	148335	366	+	rpsM	30S ribosomal protein S13	CDS	U712_00725	GO:0003723			codirectional	10770.4	4179.38	3534.61	0.431694	rpsM	30S ribosomal protein S13	CDS	U712_00725	GO:0003723			codirectional	10770.4	4179.38	3534.61	0.431694
PY79	148356	148751	396	+	rpsK	Hypothetical Protein	CDS	U712_00730	GO:0003735			codirectional	10347.3	4109.36	3501.22	0.457071	rpsK	Hypothetical Protein	CDS	U712_00730	GO:0003735			codirectional	10347.3	4109.36	3501.22	0.457071
PY79	148928	149872	945	+	rpoA	DNA-directed RNA polymerase subunit alpha	CDS	U712_00735	GO:0003899	2.7.7.6		codirectional	12568.5	3174.21	2729.1	0.417989	rpoA	DNA-directed RNA polymerase subunit alpha	CDS	U712_00735	GO:0003899	2.7.7.6		codirectional	12568.5	3174.21	2729.1	0.417989
PY79	149950	150312	363	+	rplQ	50S ribosomal protein L17	CDS	U712_00740	GO:0003735			codirectional	8657.19	3229.6	2764.71	0.443526	rplQ	50S ribosomal protein L17	CDS	U712_00740	GO:0003735			codirectional	8657.19	3229.6	2764.71	0.443526
PY79	150440	151285	846	+	ecfA	Energy-coupling factor transporter ATP-binding protein EcfA1	CDS	U712_00745				codirectional	257.595	1160.23	1078.43	0.446809	ecfA	Energy-coupling factor transporter ATP-binding protein EcfA1	CDS	U712_00745				codirectional	257.595	1160.23	1078.43	0.446809
PY79	151261	152130	870	+	ecfAB	Energy-coupling factor transporter ATP-binding protein EcfA2	CDS	U712_00750				codirectional	292.179	1699.61	1417.78	0.450575	ecfAB	Energy-coupling factor transporter ATP-binding protein EcfA2	CDS	U712_00750				codirectional	292.179	1699.61	1417.78	0.450575
PY79	152127	152924	798	+	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	CDS	U712_00755				codirectional	323.209	1305.15	1118.21	0.418546	ecfT	Energy-coupling factor transporter transmembrane protein EcfT	CDS	U712_00755				codirectional	323.209	1305.15	1118.21	0.418546
PY79	152934	153677	744	+	truA	tRNA pseudouridine synthase A	CDS	U712_00760	GO:0004730	4.2.1.70		codirectional	1281.69	2451.49	2136.94	0.471774	truA	tRNA pseudouridine synthase A	CDS	U712_00760	GO:0004730	4.2.1.70		codirectional	1281.69	2451.49	2136.94	0.471774
PY79	153839	154276	438	+	rplM	50S ribosomal protein L13	CDS	U712_00765	GO:0003735			codirectional	13934.4	3914.63	3428.29	0.417808	rplM	50S ribosomal protein L13	CDS	U712_00765	GO:0003735			codirectional	13934.4	3914.63	3428.29	0.417808
PY79	154297	154689	393	+	rpsI	30S ribosomal protein S9	CDS	U712_00770	GO:0003735			codirectional	8921.44	1231.2	1211.27	0.455471	rpsI	30S ribosomal protein S9	CDS	U712_00770	GO:0003735			codirectional	8921.44	1231.2	1211.27	0.455471
PY79	155153	155920	768	+	ybaJ	Uncharacterized methyltransferase ybaJ	CDS	U712_00775				codirectional	121.978	249.728	338.068	0.40625	ybaJ	Uncharacterized methyltransferase ybaJ	CDS	U712_00775				codirectional	121.978	249.728	338.068	0.40625
PY79	156106	156549	444	+	ybaK	Uncharacterized protein ybaK	CDS	U712_00780				codirectional	4.66651	36.4706	26.1285	0.387387	ybaK	Uncharacterized protein ybaK	CDS	U712_00780				codirectional	4.66651	36.4706	26.1285	0.387387
PY79	156609	157322	714	+	cwlD	Germination-specific N-acetylmuramoyl-L-alanine amidase	CDS	U712_00785		3.5.1.28		codirectional	5.86894	23.3054	24.4654	0.436975	cwlD	Germination-specific N-acetylmuramoyl-L-alanine amidase	CDS	U712_00785		3.5.1.28		codirectional	5.86894	23.3054	24.4654	0.436975
PY79	157418	158476	1059	+	salA	Protein mrp-like protein salA	CDS	U712_00790				codirectional	395.718	1027.61	969.359	0.443815	salA	Protein mrp-like protein salA	CDS	U712_00790				codirectional	395.718	1027.61	969.359	0.443815
PY79	158512	159069	558	-	gerD	Spore germination protein gerD	CDS	U712_00795				head-on	49.1052	28.2184	24.0016	0.370968	gerD	Spore germination protein gerD	CDS	U712_00795				head-on	49.1052	28.2184	24.0016	0.370968
PY79	159107	159775	669	+	kbaA	KinB-signaling pathway activation protein	CDS	U712_00800				codirectional	33.1629	48.1494	45.1586	0.381166	kbaA	KinB-signaling pathway activation protein	CDS	U712_00800				codirectional	33.1629	48.1494	45.1586	0.381166
PY79	159776	160540	765	-	ybaN	Probable polysaccharide deacetylase pdaB	CDS	U712_00805				head-on	16.2504	19.6965	8.38327	0.419608	ybaN	Probable polysaccharide deacetylase pdaB	CDS	U712_00805				head-on	16.2504	19.6965	8.38327	0.419608
PY79	176469	176705	237	-	U712_00810	Hypothetical Protein	CDS	U712_00810				head-on	5.20611	0	18.1301	0.400844	U712_00810	Hypothetical Protein	CDS	U712_00810				head-on	5.20611	0	18.1301	0.400844
PY79	177088	178524	1437	+	ybaR	Putative sulfate transporter ybaR	CDS	U712_00815	GO:0005215			codirectional	140.491	918.289	1117.78	0.429367	ybaR	Putative sulfate transporter ybaR	CDS	U712_00815	GO:0005215			codirectional	140.491	918.289	1117.78	0.429367
PY79	178631	179590	960	+	ybaS	Uncharacterized protein ybaS	CDS	U712_00820				codirectional	63.6324	46.1227	46.6973	0.447917	ybaS	Uncharacterized protein ybaS	CDS	U712_00820				codirectional	63.6324	46.1227	46.6973	0.447917
PY79	180349	181359	1011	-	feuC	Iron-uptake system permease protein feuC	CDS	U712_00825				head-on	40.1588	247.223	215.498	0.47181	feuC	Iron-uptake system permease protein feuC	CDS	U712_00825				head-on	40.1588	247.223	215.498	0.47181
PY79	181352	182356	1005	-	feuB	Iron-uptake system permease protein feuB	CDS	U712_00830				head-on	42.6455	55.2686	44.9833	0.452736	feuB	Iron-uptake system permease protein feuB	CDS	U712_00830				head-on	42.6455	55.2686	44.9833	0.452736
PY79	182375	183328	954	-	feuA	Iron-uptake system-binding protein	CDS	U712_00835				head-on	60.421	1030.64	904.866	0.408805	feuA	Iron-uptake system-binding protein	CDS	U712_00835				head-on	60.421	1030.64	904.866	0.408805
PY79	183419	185008	1590	-	btr	Uncharacterized HTH-type transcriptional regulator ybbB	CDS	U712_00840				head-on	29.0489	329.601	351.591	0.425786	btr	Uncharacterized HTH-type transcriptional regulator ybbB	CDS	U712_00840				head-on	29.0489	329.601	351.591	0.425786
PY79	185199	186443	1245	-	ybbC	Uncharacterized protein ybbC	CDS	U712_00845				head-on	5.79666	18.7268	11.793	0.439357	ybbC	Uncharacterized protein ybbC	CDS	U712_00845				head-on	5.79666	18.7268	11.793	0.439357
PY79	186457	188385	1929	-	nagZ	Uncharacterized lipoprotein ybbD	CDS	U712_00850	GO:0004563	3.2.1.52		head-on	4.71878	32.1834	23.1812	0.453084	nagZ	Uncharacterized lipoprotein ybbD	CDS	U712_00850	GO:0004563	3.2.1.52		head-on	4.71878	32.1834	23.1812	0.453084
PY79	188413	189738	1326	-	amiE	UPF0214 protein ybbE	CDS	U712_00855				head-on	3.8098	44.2788	17.7581	0.448718	amiE	UPF0214 protein ybbE	CDS	U712_00855				head-on	3.8098	44.2788	17.7581	0.448718
PY79	189795	191162	1368	-	ybbF	Putative PTS system EIIBC component ybbF	CDS	U712_00860		2.7.1.69		head-on	2.79089	16.8433	11.269	0.473684	ybbF	Putative PTS system EIIBC component ybbF	CDS	U712_00860		2.7.1.69		head-on	2.79089	16.8433	11.269	0.473684
PY79	191188	192039	852	-	ybbH	Uncharacterized HTH-type transcriptional regulator ybbH	CDS	U712_00865	GO:0003700			head-on	6.99497	50.5239	30.5421	0.475352	ybbH	Uncharacterized HTH-type transcriptional regulator ybbH	CDS	U712_00865	GO:0003700			head-on	6.99497	50.5239	30.5421	0.475352
PY79	192056	192970	915	-	murQ	N-acetylmuramic acid 6-phosphate etherase	CDS	U712_00870				head-on	10.4061	99.3299	74.3407	0.477596	murQ	N-acetylmuramic acid 6-phosphate etherase	CDS	U712_00870				head-on	10.4061	99.3299	74.3407	0.477596
PY79	193080	193562	483	-	ybbJ	Uncharacterized N-acetyltransferase YbbJ	CDS	U712_00875	GO:0008080			head-on	8.53123	20.6825	14.9496	0.455487	ybbJ	Uncharacterized N-acetyltransferase YbbJ	CDS	U712_00875	GO:0008080			head-on	8.53123	20.6825	14.9496	0.455487
PY79	193575	194030	456	-	ybbK	Uncharacterized protein ybbK	CDS	U712_00880	GO:0004731	2.4.2.1		head-on	10.8743	30.1097	15.6729	0.475877	ybbK	Uncharacterized protein ybbK	CDS	U712_00880	GO:0004731	2.4.2.1		head-on	10.8743	30.1097	15.6729	0.475877
PY79	194854	195417	564	+	sigW	RNA polymerase sigma factor sigW	CDS	U712_00885				codirectional	820.129	935.152	946.796	0.406028	sigW	RNA polymerase sigma factor sigW	CDS	U712_00885				codirectional	820.129	935.152	946.796	0.406028
PY79	195431	196057	627	+	rsiW	Anti-sigma-W factor rsiW	CDS	U712_00890				codirectional	739.84	648.731	555.951	0.449761	rsiW	Anti-sigma-W factor rsiW	CDS	U712_00890				codirectional	739.84	648.731	555.951	0.449761
PY79	196218	197039	822	+	ybbP	Uncharacterized protein ybbP	CDS	U712_00895				codirectional	167.577	1690.83	1548.32	0.46472	ybbP	Uncharacterized protein ybbP	CDS	U712_00895				codirectional	167.577	1690.83	1548.32	0.46472
PY79	197032	198483	1452	+	ybbR	YbbR-like protein domain-containing protein ybbR	CDS	U712_00900				codirectional	321.192	661.274	661.397	0.424931	ybbR	YbbR-like protein domain-containing protein ybbR	CDS	U712_00900				codirectional	321.192	661.274	661.397	0.424931
PY79	198502	199848	1347	+	glmM	Phosphoglucosamine mutase	CDS	U712_00905	GO:0008966	5.4.2.10		codirectional	383.388	463.049	559.104	0.475872	glmM	Phosphoglucosamine mutase	CDS	U712_00905	GO:0008966	5.4.2.10		codirectional	383.388	463.049	559.104	0.475872
PY79	200076	200207	132	+	BSU_misc_R	Hypothetical Protein	CDS	U712_00910				codirectional	808.808	55.8119	245.127	0.462121	BSU_misc_R	Hypothetical Protein	CDS	U712_00910				codirectional	808.808	55.8119	245.127	0.462121
PY79	200282	202084	1803	+	glmS	Glucosamine--fructose-6-phosphate aminotransferase	CDS	U712_00915	GO:0004360	2.6.1.16		codirectional	977.404	1117.92	1565.27	0.470327	glmS	Glucosamine--fructose-6-phosphate aminotransferase	CDS	U712_00915	GO:0004360	2.6.1.16		codirectional	977.404	1117.92	1565.27	0.470327
PY79	202552	203463	912	-	alkA	DNA-3-methyladenine glycosylase	CDS	U712_00920	GO:0003905	3.2.2.21		head-on	22.2846	216.16	209.049	0.369518	alkA	DNA-3-methyladenine glycosylase	CDS	U712_00920	GO:0003905	3.2.2.21		head-on	22.2846	216.16	209.049	0.369518
PY79	203734	204369	636	+	adaA	Bifunctional transcriptional activator/DNA repair enzyme AdaA	CDS	U712_00925				codirectional	3.55059	140.818	133.761	0.353774	adaA	Bifunctional transcriptional activator/DNA repair enzyme AdaA	CDS	U712_00925				codirectional	3.55059	140.818	133.761	0.353774
PY79	204356	204895	540	+	adaB	Methylated-DNA--protein-cysteine methyltransferase, inducible	CDS	U712_00930	GO:0003908	2.1.1.63		codirectional	6.25115	7.02511	11.5668	0.416667	adaB	Methylated-DNA--protein-cysteine methyltransferase, inducible	CDS	U712_00930	GO:0003908	2.1.1.63		codirectional	6.25115	7.02511	11.5668	0.416667
PY79	205414	206931	1518	+	ndhF	Probable NADH-quinone oxidoreductase subunit 5	CDS	U712_00935	GO:0042773			codirectional	53.7069	53.5912	64.8643	0.412385	ndhF	Probable NADH-quinone oxidoreductase subunit 5	CDS	U712_00935	GO:0042773			codirectional	53.7069	53.5912	64.8643	0.412385
